age;workclass;education;marital-status;occupation;relationship;race;sex;capital-gain;capital-loss;hours-per-week;native-country;result
[-inf-22); Private; 7th-8th; Never-married; Farming-fishing; Other-relative; Other; Male;[-inf-57);[-inf-1552);[40-42); Mexico; <=50K
[44-62); Private; Some-college; Divorced; Sales; Unmarried; White; Female;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[62-inf); Private; HS-grad; Married-civ-spouse; Craft-repair; Husband; White; Male;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[30-36); Private; 10th; Divorced; Other-service; Unmarried; Black; Female;[-inf-57);[-inf-1552);[-inf-35); United-States; <=50K
[28-30); Private; HS-grad; Never-married; Other-service; Own-child; Black; Female;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[-inf-22); Private; Some-college; Never-married; Sales; Other-relative; Black; Female;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[44-62); Local-gov; Doctorate; Married-civ-spouse; Exec-managerial; Husband; White; Male;[3120-4244);[-inf-1552);[40-42); United-States; <=50K
[24-28); Local-gov; Bachelors; Married-civ-spouse; Protective-serv; Husband; White; Male;[-inf-57);[-inf-1552);[42-50); United-States; <=50K
[36-44); Private; Some-college; Married-civ-spouse; Craft-repair; Husband; White; Male;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[36-44); Private; Masters; Married-civ-spouse; Prof-specialty; Husband; Black; Male;[-inf-57);[-inf-1552);[40-42); United-States; >50K
[-inf-22); Private; 10th; Never-married; Sales; Own-child; White; Male;[-inf-57);[-inf-1552);[-inf-35); United-States; <=50K
[28-30); Private; HS-grad; Married-civ-spouse; Craft-repair; Husband; White; Male;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[44-62); Private; HS-grad; Married-civ-spouse; Sales; Husband; White; Male;[-inf-57);[-inf-1552);[-inf-35); United-States; <=50K
[44-62); Private; Prof-school; Married-civ-spouse; Prof-specialty; Husband; White; Male;[7074-inf);[-inf-1552);[-inf-35); United-States; >50K
[62-inf); Private; 5th-6th; Married-civ-spouse; Machine-op-inspct; Husband; White; Male;[-inf-57);[2219-2385);[40-42); United-States; <=50K
[-inf-22); Private; HS-grad; Never-married; Sales; Own-child; White; Female;[-inf-57);[-inf-1552);[-inf-35); United-States; <=50K
[24-28); Private; Some-college; Married-civ-spouse; Adm-clerical; Husband; White; Male;[-inf-57);[-inf-1552);[40-42); United-States; >50K
[30-36); Self-emp-inc; Some-college; Married-civ-spouse; Exec-managerial; Husband; White; Male;[-inf-57);[-inf-1552);[40-42); United-States; >50K
[62-inf); Private; 9th; Married-civ-spouse; Machine-op-inspct; Wife; White; Female;[57-3048);[-inf-1552);[40-42); United-States; <=50K
[-inf-22); Private; HS-grad; Never-married; Adm-clerical; Not-in-family; White; Female;[-inf-57);[-inf-1552);[-inf-35); United-States; <=50K
[36-44); Private; HS-grad; Married-civ-spouse; Craft-repair; Husband; White; Male;[-inf-57);[-inf-1552);[42-50); United-States; <=50K
[44-62); Private; HS-grad; Married-civ-spouse; Craft-repair; Husband; White; Male;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[44-62); Private; HS-grad; Married-civ-spouse; Craft-repair; Husband; White; Male;[-inf-57);[-inf-1552);[40-42); United-States; >50K
[-inf-22); Private; Assoc-voc; Never-married; Adm-clerical; Own-child; White; Female;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[44-62); Self-emp-not-inc; Masters; Married-civ-spouse; Exec-managerial; Husband; White; Male;[-inf-57);[1976-1979);[40-42); United-States; >50K
[44-62); State-gov; Some-college; Married-civ-spouse; Protective-serv; Husband; White; Male;[-inf-57);[-inf-1552);[40-42); United-States; >50K
[44-62); Self-emp-inc; Masters; Divorced; Sales; Not-in-family; White; Male;[-inf-57);[-inf-1552);[50-inf); United-States; >50K
[36-44); Private; HS-grad; Separated; Adm-clerical; Unmarried; White; Female;[-inf-57);[-inf-1552);[35-40); United-States; <=50K
[36-44); Private; HS-grad; Never-married; Handlers-cleaners; Own-child; White; Male;[-inf-57);[-inf-1552);[42-50); United-States; <=50K
[30-36); Private; HS-grad; Never-married; Prof-specialty; Own-child; White; Female;[-inf-57);[-inf-1552);[-inf-35); United-States; <=50K
[22-24); Private; Some-college; Never-married; Sales; Own-child; White; Female;[-inf-57);[-inf-1552);[-inf-35); United-States; <=50K
[36-44); Private; Bachelors; Married-civ-spouse; Exec-managerial; Husband; White; Male;[-inf-57);[-inf-1552);[40-42); United-States; >50K
[36-44); Private; HS-grad; Divorced; Machine-op-inspct; Not-in-family; White; Male;[-inf-57);[-inf-1552);[50-inf); United-States; <=50K
[36-44); Private; Bachelors; Married-civ-spouse; Craft-repair; Own-child; White; Male;[-inf-57);[-inf-1552);[40-42); United-States; >50K
[44-62); Private; HS-grad; Divorced; Craft-repair; Unmarried; White; Female;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[24-28); Federal-gov; Bachelors; Never-married; Protective-serv; Not-in-family; White; Female;[-inf-57);[-inf-1552);[35-40); United-States; <=50K
[44-62); Federal-gov; HS-grad; Married-civ-spouse; Adm-clerical; Husband; White; Male;[-inf-57);[-inf-1552);[40-42); United-States; >50K
[24-28); Private; Bachelors; Never-married; Prof-specialty; Own-child; White; Male;[-inf-57);[-inf-1552);[-inf-35); United-States; <=50K
[36-44); Private; HS-grad; Divorced; Craft-repair; Not-in-family; White; Male;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[62-inf); Private; HS-grad; Married-civ-spouse; Adm-clerical; Husband; White; Male;[-inf-57);[-inf-1552);[-inf-35); United-States; <=50K
[36-44); Local-gov; Some-college; Married-civ-spouse; Exec-managerial; Husband; White; Male;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[44-62); Private; HS-grad; Married-civ-spouse; Sales; Husband; White; Male;[-inf-57);[-inf-1552);[40-42); United-States; >50K
[36-44); Private; Some-college; Never-married; Other-service; Not-in-family; Black; Male;[-inf-57);[-inf-1552);[-inf-35); United-States; <=50K
[30-36); Self-emp-not-inc; Doctorate; Never-married; Prof-specialty; Own-child; White; Female;[-inf-57);[-inf-1552);[42-50); United-States; <=50K
[28-30); Private; Some-college; Married-civ-spouse; Craft-repair; Husband; White; Male;[-inf-57);[-inf-1552);[42-50); United-States; <=50K
[24-28); Private; HS-grad; Never-married; Handlers-cleaners; Own-child; White; Female;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[44-62); Private; Some-college; Widowed; Machine-op-inspct; Unmarried; White; Female;[-inf-57);[-inf-1552);[35-40); United-States; <=50K
[24-28); Federal-gov; Bachelors; Never-married; Tech-support; Not-in-family; Other; Male;[-inf-57);[-inf-1552);[50-inf); United-States; <=50K
[24-28); Local-gov; Bachelors; Never-married; Prof-specialty; Not-in-family; White; Female;[-inf-57);[-inf-1552);[50-inf); United-States; <=50K
[36-44); Private; HS-grad; Married-civ-spouse; Tech-support; Husband; White; Male;[-inf-57);[-inf-1552);[50-inf); United-States; <=50K
[28-30); Federal-gov; Bachelors; Never-married; Prof-specialty; Not-in-family; White; Female;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[44-62); Private; Bachelors; Divorced; Tech-support; Not-in-family; White; Female;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[36-44); State-gov; Bachelors; Divorced; Prof-specialty; Not-in-family; White; Male;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[36-44); Private; HS-grad; Divorced; Other-service; Not-in-family; White; Female;[-inf-57);[-inf-1552);[-inf-35); United-States; <=50K
[44-62); Private; 10th; Married-civ-spouse; Other-service; Husband; White; Male;[-inf-57);[-inf-1552);[-inf-35); United-States; <=50K
[30-36); Local-gov; HS-grad; Married-civ-spouse; Craft-repair; Husband; White; Male;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[36-44); Private; HS-grad; Divorced; Transport-moving; Not-in-family; White; Male;[-inf-57);[-inf-1552);[50-inf); United-States; <=50K
[62-inf); Private; 10th; Married-civ-spouse; Adm-clerical; Husband; White; Male;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[-inf-22); Private; Some-college; Never-married; Adm-clerical; Own-child; White; Female;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[36-44); Federal-gov; Prof-school; Never-married; Prof-specialty; Not-in-family; Asian-Pac-Islander; Female;[7074-inf);[-inf-1552);[50-inf); Canada; >50K
[44-62); Local-gov; Masters; Divorced; Protective-serv; Not-in-family; Black; Male;[-inf-57);[-inf-1552);[50-inf); United-States; >50K
[44-62); Private; Doctorate; Married-civ-spouse; Prof-specialty; Husband; Asian-Pac-Islander; Male;[-inf-57);[1882-1923);[40-42); China; >50K
[44-62); Private; HS-grad; Married-civ-spouse; Transport-moving; Husband; White; Male;[-inf-57);[-inf-1552);[50-inf); United-States; <=50K
[36-44); Private; Bachelors; Never-married; Adm-clerical; Not-in-family; White; Female;[-inf-57);[-inf-1552);[35-40); United-States; <=50K
[36-44); Private; 11th; Divorced; Farming-fishing; Not-in-family; White; Male;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[44-62); Self-emp-not-inc; HS-grad; Married-civ-spouse; Farming-fishing; Husband; White; Male;[-inf-57);[-inf-1552);[50-inf); United-States; >50K
[30-36); Private; Assoc-acdm; Never-married; Adm-clerical; Not-in-family; White; Female;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[44-62); Private; HS-grad; Married-civ-spouse; Machine-op-inspct; Husband; White; Male;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[44-62); Private; HS-grad; Married-civ-spouse; Sales; Husband; White; Male;[-inf-57);[-inf-1552);[-inf-35); United-States; <=50K
[62-inf); Federal-gov; Assoc-acdm; Married-civ-spouse; Exec-managerial; Husband; White; Male;[7074-inf);[-inf-1552);[42-50); United-States; >50K
[44-62); Private; HS-grad; Divorced; Adm-clerical; Unmarried; White; Female;[-inf-57);[-inf-1552);[42-50); United-States; <=50K
[24-28); State-gov; Some-college; Married-civ-spouse; Prof-specialty; Husband; White; Male;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[36-44); Private; Bachelors; Married-civ-spouse; Exec-managerial; Husband; White; Male;[-inf-57);[-inf-1552);[42-50); United-States; >50K
[22-24); Private; HS-grad; Married-civ-spouse; Machine-op-inspct; Wife; White; Female;[3120-4244);[-inf-1552);[40-42); United-States; <=50K
[30-36); Private; Some-college; Never-married; Craft-repair; Not-in-family; White; Male;[-inf-57);[-inf-1552);[42-50); United-States; <=50K
[30-36); Private; Masters; Divorced; Prof-specialty; Own-child; White; Female;[-inf-57);[-inf-1552);[50-inf); United-States; >50K
[30-36); Private; Some-college; Married-civ-spouse; Adm-clerical; Husband; White; Male;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[24-28); Private; Bachelors; Never-married; Sales; Not-in-family; Black; Female;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[44-62); Local-gov; Bachelors; Married-civ-spouse; Prof-specialty; Husband; Black; Male;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[30-36); Private; Some-college; Married-civ-spouse; Adm-clerical; Husband; White; Male;[-inf-57);[-inf-1552);[50-inf); United-States; <=50K
[36-44); Private; HS-grad; Separated; Other-service; Unmarried; Black; Female;[-inf-57);[-inf-1552);[-inf-35); United-States; <=50K
[30-36); Private; HS-grad; Separated; Other-service; Not-in-family; Black; Female;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[-inf-22); Private; 5th-6th; Never-married; Handlers-cleaners; Other-relative; White; Male;[-inf-57);[-inf-1552);[-inf-35); Honduras; <=50K
[44-62); Private; Bachelors; Divorced; Prof-specialty; Unmarried; White; Female;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[62-inf); Private; Bachelors; Never-married; Craft-repair; Not-in-family; White; Male;[7074-inf);[-inf-1552);[42-50); United-States; >50K
[44-62); Private; 10th; Divorced; Adm-clerical; Unmarried; White; Female;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[44-62); Private; 10th; Divorced; Sales; Not-in-family; White; Female;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[36-44); Private; 12th; Married-civ-spouse; Prof-specialty; Husband; White; Male;[-inf-57);[-inf-1552);[40-42); Cuba; >50K
[36-44); Private; Bachelors; Married-civ-spouse; Prof-specialty; Husband; White; Male;[-inf-57);[-inf-1552);[50-inf); United-States; >50K
[44-62); Private; HS-grad; Married-civ-spouse; Machine-op-inspct; Wife; Asian-Pac-Islander; Female;[-inf-57);[-inf-1552);[40-42); China; <=50K
[44-62); Private; HS-grad; Married-civ-spouse; Craft-repair; Husband; White; Male;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[44-62); Private; Bachelors; Divorced; Tech-support; Unmarried; White; Female;[-inf-57);[-inf-1552);[35-40); United-States; <=50K
[44-62); State-gov; HS-grad; Married-civ-spouse; Sales; Husband; White; Male;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[22-24); Private; Assoc-voc; Never-married; Adm-clerical; Own-child; White; Female;[-inf-57);[-inf-1552);[35-40); United-States; <=50K
[44-62); Local-gov; Some-college; Married-civ-spouse; Exec-managerial; Husband; White; Male;[-inf-57);[-inf-1552);[40-42); United-States; >50K
[62-inf); Private; Bachelors; Widowed; Prof-specialty; Not-in-family; White; Female;[-inf-57);[-inf-1552);[-inf-35); United-States; <=50K
[44-62); Local-gov; 10th; Never-married; Other-service; Not-in-family; White; Male;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[30-36); Local-gov; Some-college; Married-civ-spouse; Protective-serv; Husband; White; Male;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[36-44); Private; HS-grad; Married-civ-spouse; Craft-repair; Husband; White; Male;[-inf-57);[-inf-1552);[42-50); United-States; >50K
[24-28); Private; HS-grad; Married-civ-spouse; Adm-clerical; Wife; White; Female;[5119-5317);[-inf-1552);[40-42); United-States; >50K
[36-44); Self-emp-inc; HS-grad; Married-civ-spouse; Craft-repair; Husband; White; Male;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[36-44); Private; 11th; Married-civ-spouse; Transport-moving; Husband; White; Male;[-inf-57);[-inf-1552);[50-inf); United-States; <=50K
[44-62); Self-emp-not-inc; Some-college; Divorced; Exec-managerial; Not-in-family; Amer-Indian-Eskimo; Female;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[44-62); Self-emp-inc; Some-college; Never-married; Craft-repair; Not-in-family; White; Male;[-inf-57);[-inf-1552);[42-50); United-States; <=50K
[44-62); Private; HS-grad; Separated; Prof-specialty; Unmarried; White; Female;[-inf-57);[-inf-1552);[40-42); Puerto-Rico; <=50K
[22-24); Private; Some-college; Married-civ-spouse; Tech-support; Husband; White; Male;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[36-44); Private; HS-grad; Divorced; Exec-managerial; Not-in-family; White; Female;[-inf-57);[-inf-1552);[40-42); England; <=50K
[36-44); Private; Some-college; Divorced; Prof-specialty; Not-in-family; White; Female;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[30-36); State-gov; HS-grad; Never-married; Other-service; Not-in-family; Black; Female;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[36-44); Local-gov; HS-grad; Never-married; Craft-repair; Other-relative; Amer-Indian-Eskimo; Male;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[36-44); Private; HS-grad; Married-civ-spouse; Machine-op-inspct; Husband; White; Male;[-inf-57);[-inf-1552);[42-50); United-States; <=50K
[44-62); Private; HS-grad; Married-civ-spouse; Machine-op-inspct; Husband; White; Male;[-inf-57);[-inf-1552);[40-42); Italy; >50K
[44-62); Private; Some-college; Divorced; Prof-specialty; Not-in-family; White; Female;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[24-28); Private; HS-grad; Married-civ-spouse; Other-service; Husband; White; Male;[-inf-57);[-inf-1552);[40-42); Mexico; <=50K
[30-36); Private; Some-college; Never-married; Adm-clerical; Unmarried; Asian-Pac-Islander; Female;[-inf-57);[-inf-1552);[35-40); United-States; <=50K
[44-62); Private; HS-grad; Married-civ-spouse; Sales; Husband; White; Male;[3120-4244);[-inf-1552);[40-42); United-States; <=50K
[44-62); Private; Bachelors; Married-civ-spouse; Sales; Husband; White; Male;[-inf-57);[-inf-1552);[50-inf); United-States; >50K
[22-24); Private; Assoc-acdm; Never-married; Sales; Own-child; White; Female;[-inf-57);[-inf-1552);[50-inf); United-States; <=50K
[44-62); Self-emp-inc; Bachelors; Divorced; Sales; Not-in-family; White; Female;[-inf-57);[-inf-1552);[50-inf); Germany; <=50K
[36-44); Private; HS-grad; Never-married; Exec-managerial; Not-in-family; White; Female;[-inf-57);[-inf-1552);[50-inf); United-States; <=50K
[30-36); Private; Assoc-voc; Married-civ-spouse; Sales; Husband; White; Male;[-inf-57);[-inf-1552);[50-inf); United-States; <=50K
[62-inf); State-gov; Assoc-acdm; Widowed; Prof-specialty; Not-in-family; White; Female;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[36-44); Local-gov; HS-grad; Married-civ-spouse; Adm-clerical; Husband; White; Male;[-inf-57);[-inf-1552);[-inf-35); United-States; <=50K
[36-44); Self-emp-not-inc; HS-grad; Married-civ-spouse; Craft-repair; Husband; White; Male;[-inf-57);[-inf-1552);[40-42); United-States; >50K
[28-30); Private; HS-grad; Never-married; Tech-support; Not-in-family; White; Male;[-inf-57);[-inf-1552);[42-50); United-States; <=50K
[24-28); Private; Some-college; Never-married; Other-service; Not-in-family; White; Male;[-inf-57);[-inf-1552);[50-inf); United-States; <=50K
[24-28); Private; HS-grad; Married-civ-spouse; Adm-clerical; Wife; White; Female;[-inf-57);[-inf-1552);[50-inf); United-States; >50K
[36-44); Self-emp-not-inc; HS-grad; Married-civ-spouse; Farming-fishing; Husband; White; Male;[-inf-57);[-inf-1552);[50-inf); United-States; <=50K
[62-inf); Self-emp-inc; 12th; Widowed; Sales; Not-in-family; White; Male;[7074-inf);[-inf-1552);[42-50); United-States; >50K
[44-62); Private; 7th-8th; Never-married; Other-service; Not-in-family; White; Male;[-inf-57);[-inf-1552);[42-50); United-States; <=50K
[28-30); Self-emp-not-inc; 7th-8th; Never-married; Other-service; Other-relative; White; Female;[-inf-57);[-inf-1552);[50-inf); Mexico; <=50K
[44-62); Self-emp-inc; Bachelors; Married-civ-spouse; Exec-managerial; Husband; White; Male;[7074-inf);[-inf-1552);[50-inf); United-States; >50K
[44-62); Self-emp-inc; HS-grad; Divorced; Protective-serv; Not-in-family; White; Male;[-inf-57);[-inf-1552);[50-inf); United-States; <=50K
[30-36); Private; HS-grad; Married-civ-spouse; Craft-repair; Husband; White; Male;[-inf-57);[-inf-1552);[42-50); United-States; >50K
[30-36); Private; HS-grad; Divorced; Machine-op-inspct; Own-child; White; Male;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[24-28); Local-gov; 10th; Married-civ-spouse; Craft-repair; Husband; White; Male;[-inf-57);[-inf-1552);[50-inf); United-States; <=50K
[44-62); Private; HS-grad; Divorced; Other-service; Unmarried; White; Female;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[24-28); Private; HS-grad; Separated; Other-service; Unmarried; White; Female;[-inf-57);[-inf-1552);[-inf-35); United-States; <=50K
[30-36); Private; 7th-8th; Divorced; Other-service; Unmarried; White; Female;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[36-44); Private; Some-college; Married-civ-spouse; Prof-specialty; Husband; White; Male;[-inf-57);[-inf-1552);[-inf-35); United-States; >50K
[24-28); Private; Masters; Never-married; Handlers-cleaners; Unmarried; White; Male;[-inf-57);[-inf-1552);[-inf-35); United-States; <=50K
[36-44); Private; Doctorate; Married-civ-spouse; Prof-specialty; Husband; White; Male;[-inf-57);[-inf-1552);[50-inf); United-States; >50K
[24-28); Private; Bachelors; Never-married; Tech-support; Not-in-family; White; Male;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[36-44); Private; HS-grad; Married-civ-spouse; Transport-moving; Husband; White; Male;[-inf-57);[-inf-1552);[50-inf); United-States; <=50K
[30-36); Private; Bachelors; Married-civ-spouse; Prof-specialty; Husband; White; Male;[-inf-57);[-inf-1552);[42-50); United-States; >50K
[24-28); Private; Bachelors; Never-married; Exec-managerial; Not-in-family; White; Male;[-inf-57);[2219-2385);[42-50); United-States; >50K
[44-62); Private; 11th; Married-civ-spouse; Machine-op-inspct; Husband; Other; Male;[-inf-57);[-inf-1552);[40-42); Dominican-Republic; <=50K
[30-36); Private; Bachelors; Never-married; Prof-specialty; Not-in-family; White; Female;[-inf-57);[-inf-1552);[42-50); United-States; <=50K
[30-36); Private; HS-grad; Married-civ-spouse; Handlers-cleaners; Husband; White; Male;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[30-36); Private; HS-grad; Married-civ-spouse; Craft-repair; Husband; White; Male;[-inf-57);[-inf-1552);[50-inf); United-States; <=50K
[44-62); Private; HS-grad; Widowed; Other-service; Not-in-family; White; Female;[-inf-57);[-inf-1552);[42-50); United-States; <=50K
[62-inf); Self-emp-not-inc; 7th-8th; Married-civ-spouse; Sales; Husband; White; Male;[-inf-57);[-inf-1552);[-inf-35); United-States; <=50K
[36-44); Self-emp-not-inc; Assoc-acdm; Never-married; Prof-specialty; Own-child; Black; Female;[-inf-57);[-inf-1552);[-inf-35); United-States; <=50K
[28-30); Private; 5th-6th; Never-married; Other-service; Not-in-family; White; Female;[-inf-57);[-inf-1552);[40-42); Mexico; <=50K
[22-24); Private; Some-college; Never-married; Other-service; Not-in-family; White; Female;[-inf-57);[-inf-1552);[-inf-35); United-States; <=50K
[44-62); Federal-gov; Bachelors; Married-civ-spouse; Exec-managerial; Husband; White; Male;[7074-inf);[-inf-1552);[40-42); United-States; >50K
[44-62); State-gov; Some-college; Divorced; Adm-clerical; Unmarried; White; Female;[-inf-57);[-inf-1552);[35-40); United-States; <=50K
[62-inf); Self-emp-not-inc; Some-college; Married-civ-spouse; Other-service; Husband; White; Male;[-inf-57);[-inf-1552);[42-50); United-States; <=50K
[62-inf); Federal-gov; HS-grad; Widowed; Exec-managerial; Not-in-family; White; Female;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[36-44); Private; HS-grad; Divorced; Sales; Not-in-family; White; Male;[-inf-57);[-inf-1552);[50-inf); United-States; >50K
[36-44); Private; HS-grad; Never-married; Farming-fishing; Not-in-family; White; Male;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[36-44); Private; Bachelors; Married-civ-spouse; Prof-specialty; Wife; White; Female;[-inf-57);[-inf-1552);[-inf-35); Cuba; >50K
[-inf-22); State-gov; Some-college; Never-married; Prof-specialty; Own-child; White; Female;[-inf-57);[-inf-1552);[-inf-35); United-States; <=50K
[28-30); Private; Bachelors; Married-civ-spouse; Adm-clerical; Husband; White; Male;[-inf-57);[1882-1923);[40-42); United-States; >50K
[30-36); Private; HS-grad; Married-civ-spouse; Craft-repair; Husband; White; Male;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[30-36); Private; Bachelors; Married-civ-spouse; Exec-managerial; Husband; White; Male;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[30-36); Private; Bachelors; Married-civ-spouse; Sales; Husband; White; Male;[-inf-57);[-inf-1552);[50-inf); United-States; >50K
[44-62); Private; Masters; Married-civ-spouse; Exec-managerial; Husband; White; Male;[-inf-57);[-inf-1552);[50-inf); United-States; >50K
[28-30); Private; HS-grad; Never-married; Machine-op-inspct; Not-in-family; White; Female;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[36-44); Private; Some-college; Married-civ-spouse; Tech-support; Husband; White; Male;[-inf-57);[-inf-1552);[40-42); United-States; >50K
[36-44); Private; Assoc-voc; Never-married; Other-service; Not-in-family; White; Male;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[36-44); State-gov; Some-college; Divorced; Adm-clerical; Not-in-family; Black; Female;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[24-28); Self-emp-not-inc; HS-grad; Married-civ-spouse; Exec-managerial; Husband; White; Male;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[24-28); Private; Some-college; Married-civ-spouse; Transport-moving; Husband; Black; Male;[-inf-57);[-inf-1552);[50-inf); United-States; <=50K
[24-28); Private; Assoc-voc; Married-civ-spouse; Transport-moving; Husband; White; Male;[-inf-57);[-inf-1552);[50-inf); United-States; <=50K
[30-36); Private; Bachelors; Married-civ-spouse; Prof-specialty; Husband; White; Male;[-inf-57);[-inf-1552);[42-50); United-States; <=50K
[44-62); Private; Bachelors; Never-married; Prof-specialty; Not-in-family; White; Female;[-inf-57);[-inf-1552);[40-42); Germany; <=50K
[62-inf); Private; Bachelors; Married-civ-spouse; Other-service; Husband; White; Male;[-inf-57);[-inf-1552);[-inf-35); United-States; <=50K
[44-62); Self-emp-not-inc; Some-college; Married-civ-spouse; Sales; Husband; White; Male;[7074-inf);[-inf-1552);[42-50); United-States; >50K
[44-62); Private; HS-grad; Divorced; Other-service; Not-in-family; White; Female;[-inf-57);[-inf-1552);[35-40); United-States; <=50K
[-inf-22); Private; Some-college; Never-married; Other-service; Own-child; White; Male;[-inf-57);[-inf-1552);[-inf-35); United-States; <=50K
[44-62); Local-gov; 12th; Married-civ-spouse; Handlers-cleaners; Husband; White; Male;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[36-44); Private; Some-college; Never-married; Craft-repair; Not-in-family; White; Male;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[24-28); Private; HS-grad; Married-civ-spouse; Other-service; Husband; White; Male;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[36-44); Local-gov; Bachelors; Married-civ-spouse; Prof-specialty; Wife; White; Female;[-inf-57);[-inf-1552);[42-50); United-States; >50K
[44-62); Self-emp-inc; Prof-school; Married-civ-spouse; Prof-specialty; Husband; White; Male;[-inf-57);[-inf-1552);[40-42); United-States; >50K
[-inf-22); Private; HS-grad; Never-married; Farming-fishing; Not-in-family; White; Male;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[36-44); State-gov; HS-grad; Never-married; Exec-managerial; Unmarried; Black; Male;[-inf-57);[-inf-1552);[50-inf); United-States; <=50K
[62-inf); Self-emp-not-inc; Some-college; Married-civ-spouse; Sales; Husband; White; Male;[7074-inf);[-inf-1552);[40-42); United-States; >50K
[62-inf); Private; 11th; Widowed; Sales; Not-in-family; White; Female;[57-3048);[-inf-1552);[-inf-35); United-States; <=50K
[36-44); Private; Some-college; Married-civ-spouse; Exec-managerial; Husband; White; Male;[-inf-57);[-inf-1552);[50-inf); United-States; <=50K
[44-62); Local-gov; Masters; Divorced; Prof-specialty; Not-in-family; White; Female;[-inf-57);[1862-1882);[50-inf); United-States; <=50K
[30-36); Private; Assoc-acdm; Divorced; Adm-clerical; Unmarried; White; Female;[-inf-57);[-inf-1552);[35-40); Poland; <=50K
[22-24); Private; HS-grad; Never-married; Other-service; Own-child; White; Male;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[22-24); Private; Some-college; Never-married; Sales; Not-in-family; White; Male;[-inf-57);[-inf-1552);[-inf-35); United-States; <=50K
[44-62); Private; HS-grad; Married-civ-spouse; Sales; Husband; White; Male;[-inf-57);[1569-1821);[42-50); United-States; <=50K
[36-44); Private; HS-grad; Divorced; Adm-clerical; Unmarried; Black; Female;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[36-44); Private; Some-college; Divorced; Exec-managerial; Not-in-family; White; Male;[-inf-57);[-inf-1552);[50-inf); United-States; <=50K
[44-62); Local-gov; Masters; Married-civ-spouse; Exec-managerial; Husband; White; Male;[-inf-57);[1882-1923);[42-50); United-States; >50K
[24-28); Private; Assoc-acdm; Never-married; Adm-clerical; Own-child; White; Female;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
